各年收入族群女性持卡人於六都消費樣態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
106年01月,台南市,女性,490,378097,154,360884,98,327883,587,230949,285,1016957,745,1295784,345,579575,9290,10741726,3351,7264680,1950,8043584,8742,5577361,6056,15667682,13619,24371180,6346,16258081,24538,33664909,8798,21144864,5088,25526153,20269,15654935,14093,40874662,32733,69721971,15563,48444981,41862,58803250,14217,34979295,8133,42263036,26601,24313771,16559,55897402,45381,96836704,21976,71853850,58157,82338737,18770,47573138,10836,57241559,29859,29294102,19072,71714434,54174,123257638,25349,88820018,62698,92587325,18102,48233847,11505,65838086,26831,29002677,18691,89456826,52014,123973292,23540,89591751,60760,91012239,14587,43270457,11405,67290055,24333,27318759,15344,86985358,43081,120773547,20897,86279425,50435,76993149,9552,31356624,9202,52221080,19855,21124148,10367,57176174,28832,87087944,15168,69426740,33027,51175478,4889,18671619,5859,36933768,11147,12174817,5577,32165521,16093,62775623,9008,47235090,19779,31876551,2398,9198326,3093,22060674,5718,6099793,2844,19499212,8196,29618201,4525,26752872,9909,14438114,832,2667968,1318,7287444,2602,2886554,1102,6375885,3340,11489007,1866,9557266,2816,3857484,166,553711,325,1664145,681,490178,295,2248521,831,2698052,439,2492011,1123,1734693,53,189623,169,756082,250,236937,88,723621,330,1274331,158,954096,726,1537201,157,749193,130,1151164,218,345335,164,1428227,318,1131122,196,1100747
106年02月,台南市,女性,536,423832,143,293757,121,364528,571,232983,380,975955,768,988056,396,675903,8386,8875729,2746,5605979,2012,6763457,8303,5205484,6574,15630388,13411,23864485,6463,14542978,20827,26255834,6574,15305109,4770,20419714,18814,14780554,14659,39764373,28694,59920186,14409,42444899,33978,44737104,9880,22892670,7168,29942395,24053,22749209,16245,52987801,38285,80604948,20256,61558961,47429,59169156,12661,30063675,9552,43077843,27444,27467043,18700,67956234,44497,94657502,23809,76248377,49916,59632133,11787,29026918,10204,50114506,24387,26274364,17885,80836365,41703,95777245,21475,72258973,47723,57211147,10639,29787249,9503,45824813,22385,22359465,15150,93361210,34847,87824344,19624,74578746,38400,46867093,7288,23845122,7398,37363246,17514,18519774,10273,66002325,23579,77471089,13920,60531662,24197,30860158,4337,16236248,4469,24038128,10147,10781456,5454,33232674,13171,48215292,7983,39512743,14296,17597813,2106,7309765,2273,13507450,5297,5929463,2787,20730280,6670,23945956,3988,20063549,7185,8577812,763,2668229,985,4532059,2354,2759635,1156,9629783,2916,9291207,1842,8298607,1982,2181085,173,529074,286,1232860,637,605037,269,1967039,639,1865960,354,1623694,815,981941,53,150121,89,284709,226,165690,105,605156,279,887805,137,576570,488,757108,114,436684,118,737602,172,320748,145,1455863,260,863078,217,1199013
106年03月,台南市,女性,552,357700,173,296659,88,313945,733,269269,339,1040406,744,912581,363,418476,9241,9401647,3085,5872641,1609,5783457,9611,5509473,6881,17499949,12692,21427271,6750,14491119,22141,27751162,7485,16524558,4383,18316978,21454,17185306,15265,43385329,26958,53710399,15204,41062606,36799,50200738,12349,28439417,6601,29823678,27829,24893733,16826,60736037,37110,74619591,20860,58948077,49996,66126471,14782,35270895,8122,38485076,31099,29935001,18208,74347691,41904,90105343,24463,78594227,51878,61697084,12900,31882979,8034,36906122,27547,27717948,16262,76337638,37664,86402066,22190,76252058,48834,55135340,10700,29905048,7650,36450587,24856,26709996,13753,73643038,29982,77239228,19330,78689719,40985,46757031,7663,24247331,6737,32155440,20873,22919724,10242,63696011,20890,65671719,14135,63072378,27013,32729699,4439,15497621,4600,26287397,11826,13783950,6170,43483337,12610,46091953,8511,44731929,16557,19663903,2107,7544429,2514,15092202,6229,6766734,3253,31333875,6485,22940818,4333,24998492,8661,10057449,805,2949155,1086,4846552,2859,2783654,1449,16315589,2902,9113770,1826,10138136,2437,2514653,175,553360,275,1182546,817,748442,361,4836440,625,2311561,440,2493200,1003,1072338,54,205701,105,590680,284,323443,141,1527870,268,1177411,154,914020,547,930100,121,505448,94,707878,191,285529,196,2115358,257,1026550,221,1851356
106年04月,台南市,女性,479,342438,142,234522,68,246904,630,283304,301,743655,673,894428,334,394376,9438,9096616,2985,5527890,1722,6897164,9899,5965463,7253,15597121,13954,26439579,6655,14397614,23136,30368550,8042,17195371,4662,22689333,22074,16359288,16901,39301651,32683,69379146,15118,40609275,39003,53647768,13038,28465141,7001,36230618,28879,25084833,18436,52092615,45279,104420136,20667,56766478,54449,74941007,16193,37303175,9007,49818332,32396,29632493,20411,68410656,52668,125107381,23741,73312705,55716,69011230,14369,33386522,9105,52769046,28685,29064298,17868,71300212,47454,120999748,21438,71248389,52203,63446289,11576,31877991,8707,50162538,25778,26023572,14485,70284755,37348,101572604,18917,73359941,42647,54254587,7880,24073992,7337,43965465,20480,21120713,10405,59028183,26515,84552034,13618,61336434,28034,36142450,4551,15821943,4585,29851096,12157,11844097,6241,46515807,15471,55060046,7980,40944439,16993,22443626,2210,8127963,2551,20433811,6164,6221886,3201,28687722,8264,31731002,4184,24013877,8505,11435168,757,2621441,1030,5634121,2883,2653237,1470,14174378,3602,12868525,1818,9566251,2533,2769890,156,412377,273,1771366,742,605407,339,4108634,804,3134972,363,1721505,951,1193257,67,213321,102,531535,285,236774,146,1712843,321,1732967,137,711999,512,985836,111,421409,93,827743,185,202423,169,2131384,311,1290704,226,1561333
106年05月,台南市,女性,485,410010,139,238399,70,255416,727,283006,240,959108,711,949911,318,436145,10269,10977512,3188,5801567,1824,6938066,10114,6015166,6133,15209306,14266,24966844,6664,14223962,24811,32230361,8289,17520322,4669,21593841,21530,16892932,14001,40567879,30881,59297993,15418,40287540,40390,53551399,13237,28638049,6891,34811964,28081,25278975,15903,53846522,40871,84092965,21374,62072507,55092,73910722,16040,36223292,8818,47219011,31803,30924414,18231,76470858,47096,93183345,24776,78117006,57201,71445055,14295,34686851,8981,49929805,28173,29007585,16593,81064774,42386,90024083,22153,77104032,53720,66336467,12511,33127304,8279,44575607,25137,24745577,14058,77867010,35306,86156196,19607,79425915,44214,55867896,8545,25213967,7054,38642904,20429,20536280,9992,62923253,24529,69640001,14155,65497265,29183,36584570,4957,16558152,4502,25969384,11792,12381948,5975,45882830,14752,47118322,8565,48871982,17435,21826252,2348,8600702,2510,21985447,6168,6980116,3315,30148028,7885,22365901,4351,25034916,8808,10211499,850,2600118,995,6259567,2896,2722685,1388,14160252,3410,9943596,1924,11383509,2523,2611693,208,781699,254,1549763,838,583198,300,3541422,850,2470860,473,3157103,1008,1140350,77,224230,111,467210,253,196736,155,1838796,335,1115641,173,958202,586,1094689,117,456442,104,900268,184,243731,160,1522318,322,871006,246,1925675
106年06月,台南市,女性,588,465041,140,264244,101,364377,574,275133,319,1353403,711,834863,337,322603,10347,10741621,2932,5466779,1650,6128822,8293,5216692,6456,14610620,12956,20731712,6525,13781760,24176,28802670,7125,15158768,4083,19142562,18623,15331012,14777,36889571,26731,48192470,15072,39521499,40443,50278800,11604,24375685,6114,30435074,23871,22401159,16543,50200854,36043,68355516,20854,57820227,55551,71820855,13729,30858007,8287,42011391,27572,27881798,18230,77186851,42563,86552347,24224,71455102,56980,67933609,12947,30721431,8673,47835891,24720,27173040,16012,92915694,38847,86513004,21632,76779266,53690,61662241,10809,28988287,8311,43649203,22680,25093639,13274,87620478,32430,78833973,19590,77017154,44003,52773716,7423,21452409,6945,37995364,18752,21758128,9851,69461167,22858,67000365,13900,63032455,29774,35628860,4178,13789322,4600,27013300,10595,13091864,5565,40094001,13640,46461739,8007,44944685,17709,20543279,2061,7115805,2407,18082000,5310,6142109,2906,26232741,7128,22671589,3980,22351189,8941,9710241,750,2201977,941,5570291,2460,2708444,1275,12266821,3111,9932817,1784,10047205,2652,2639452,183,576542,249,1183768,827,621192,292,3346560,894,2728420,405,2504053,1075,1245630,56,163360,129,641840,243,253270,121,1569301,344,1050775,143,1063262,614,918628,93,331390,104,952231,182,318638,146,1501300,308,936242,202,1141518
106年07月,台南市,女性,524,400283,115,234215,109,328552,511,256752,329,1047789,696,908354,325,472996,11210,10875621,2874,4986023,1827,6526549,8571,5568337,6478,15309865,13190,22709330,6864,14523817,28131,32572214,7580,15080524,4453,22055143,19937,15578700,14079,37154278,29237,54948620,16336,42648350,45653,55873818,11851,24283700,7004,34200091,25413,23592789,16441,48377520,39154,77222036,22045,62880521,64669,79414211,14739,31902133,10149,53850239,29636,30843191,20406,71979911,47806,94840091,25555,75756054,66511,76232559,14055,32233285,10895,56152064,27050,28522070,19989,88143703,45633,105236952,23017,78778923,62155,70763916,11917,29523197,10731,58896240,24052,26918202,15847,90455901,37551,99704922,20572,79039387,50401,59333546,8246,24246277,8363,47940347,19256,21651362,10356,63368665,26040,87827716,14777,66472365,33693,39455057,4466,14079989,5087,29668538,11403,12954100,5634,35563276,14399,54990414,8268,42999836,19681,21600649,2178,6805337,2671,17845861,5803,6492820,2982,24006853,7733,29298957,4105,22482865,10103,11253871,760,2238582,1123,6632186,2660,3180264,1254,9702997,3297,10829483,1804,9965001,3026,2976009,167,408756,301,1727688,862,592170,321,3243435,904,4073576,406,2193743,1162,1296347,63,182300,122,572667,242,314175,122,1140920,363,1779432,171,1317523,648,995475,123,509739,115,764218,201,441295,157,1654931,333,1007381,230,1393346
106年08月,台南市,女性,655,566080,152,274144,149,524553,494,264514,397,1325456,845,1196771,388,499794,11352,11712252,3019,5355772,1989,7179798,8566,5715389,6593,16583486,13701,23008049,6917,15790228,28499,35555300,7445,14551972,4692,20337988,20808,16199668,14031,39420861,29704,55320783,16584,41577984,45373,61029573,11282,23107183,7197,36794324,26274,25682897,15786,51114370,38124,72585578,22165,59538776,65228,89841935,14713,30365934,10367,48602228,30687,32150384,19619,74264332,46049,87362971,26361,78371851,67513,84470509,13943,31085269,11582,59301264,27810,30355416,19710,99583336,43678,89624814,24149,82175544,64272,81915163,12096,30343899,11254,57319864,24777,28377642,16223,111954565,36158,85810527,21569,83638368,53021,67783045,8736,24742234,8964,49307008,19916,21616327,10719,74500385,25501,66374152,15504,69988290,35693,45161381,4811,15120706,5507,27655626,11426,13108343,6037,42734437,14469,46121973,9043,50669228,21688,26411667,2410,7887877,2960,16303649,5934,6386849,3133,26164359,7616,21730911,4630,27293090,10899,12574526,867,2644318,1196,5789553,2624,2943230,1332,12130869,3364,9085858,2071,12291388,3360,3613593,206,614338,290,1225831,871,751329,344,3889732,864,3297833,456,3283214,1184,1366423,78,263755,123,509331,269,241778,104,1033604,286,1023138,168,1627632,725,1057040,90,333216,110,772196,207,376313,163,2510906,324,999559,231,1507427
106年09月,台南市,女性,735,558001,184,262857,114,219212,686,273251,311,618105,819,1041392,484,604305,10703,10649650,2663,4603331,1816,6343773,8805,5421309,6432,15714500,12719,20255531,7002,15649114,26089,32186421,6903,14620492,4268,17995382,19660,15082089,13905,42664146,27101,49086341,16727,44944063,40826,54637544,10436,22458387,6179,29618851,24766,23528841,15188,54582684,33677,68062382,22219,64549792,57594,79388861,13119,29832916,8188,40920833,28301,28155408,16955,68127039,39184,79599210,25973,79305732,60083,76566407,11702,27698776,8556,47709998,25469,27480910,15870,75676125,34967,79681758,23334,80321780,57502,74161892,10598,27587896,9066,50350244,22980,25561823,13706,90194449,29764,78211901,21084,84336474,48433,63513169,7544,21731408,7847,44038971,19357,21903284,9866,74109479,20674,62746469,14920,66851868,32973,42430337,4425,14536578,4847,25888585,11182,12592846,5801,47150866,12733,45987228,8903,47093701,19624,25150659,2148,6874357,2610,15356300,5747,6623572,3309,33229317,6486,21420406,4529,28115083,10000,12665230,801,2235470,1131,5707120,2584,2342738,1312,14863758,2700,9644965,1946,10723281,3082,3186113,179,533581,290,1748445,676,636003,369,4754372,723,2966621,468,3188291,1084,1323320,76,318465,129,568822,210,173239,162,1944105,273,1531166,169,1060141,664,1192386,89,388503,91,709545,190,466451,200,2056285,280,1235039,249,1771598
106年10月,台南市,女性,644,528156,202,354960,69,243445,828,331016,289,628398,1026,1427520,454,536077,10895,10938228,3184,5935777,1754,6482578,9621,5790693,6856,16722034,16160,30374835,7776,15804353,26256,32893594,8155,17671949,5022,22873873,21299,17025013,14857,43282771,34253,74846074,18219,45911210,41417,57694427,12248,28023743,7349,37276905,26062,23371212,16801,55177675,43274,98161335,23917,63112618,59429,82746276,15399,35673333,9407,47856273,30200,31530173,19402,70966821,50317,115048413,28595,84137059,62484,78881943,13589,32656548,9661,53944871,26982,29720992,17316,70048804,46842,117935434,25719,81554372,58140,70064191,11424,30594140,9195,50171265,24052,26815443,14478,69783951,39203,101501401,22795,86985723,48073,60297273,8107,24512322,8100,47473829,19743,23577254,10540,63771041,27997,87007927,16676,69217111,32560,42298712,4895,16521677,5377,30588216,12177,13724520,6857,52430832,17164,57328332,9851,46505938,19648,24864597,2411,8627429,2975,18766562,6198,7034074,3607,34505864,9011,31912949,5093,24623796,9910,11739414,867,3353889,1261,7576076,2960,3616668,1575,17302395,4163,13460426,2347,11216661,3075,3306600,181,718509,316,1818298,718,654022,388,5303569,996,3197665,533,2165812,1099,1167312,71,290865,132,648166,263,296315,157,2143487,357,1213939,224,1409307,604,1056206,100,463154,114,921703,201,331629,150,2014571,373,1513197,246,1485829
106年11月,台南市,女性,573,390470,200,370230,69,157217,775,303234,263,601565,976,1507709,400,531009,10281,9485065,3206,6579367,1691,6299868,9752,5914740,5483,13820376,21469,56080151,7743,16991045,24724,29500559,7627,17985315,4563,19527044,20802,17076823,12724,40071422,50310,164717013,17548,49605288,39038,49394409,11224,26542152,6457,32878321,25602,26656005,14274,52871949,64662,253955989,22891,67896930,55936,76737670,14391,34980912,8584,46316148,28939,33916281,16398,61489213,74886,289587219,27393,85815638,57640,71577438,12539,33203504,8842,53458619,26374,31364237,15280,67073772,67680,279218599,24619,84863241,54000,63591079,10383,30951423,9024,46857367,23179,27240516,13008,68337261,57283,265326948,21625,99894833,44964,53920548,7562,24725693,8077,45086615,19216,23694989,9794,57835413,41317,228875362,16552,73979915,31180,39736557,4254,15958910,5655,35382628,11923,14590918,6526,43415608,26492,172693812,9922,55024185,19285,24076698,2127,8408277,3104,20595551,6218,7575899,3548,27508875,14270,103477934,5270,30988143,9874,11644580,802,2731863,1272,7707727,2890,3027737,1559,12674487,6533,42056299,2432,13866748,3030,3330463,179,672959,316,1853369,772,674345,396,3586547,1597,9714205,553,3968749,1137,1380451,66,277016,129,641395,278,289140,135,1402975,643,7873964,217,1267586,639,1184442,106,512418,115,1111977,218,351756,156,1733925,520,3175041,268,1555033
106年12月,台南市,女性,672,485366,247,420006,99,226581,937,389868,356,895652,958,1242947,466,584176,11321,11085926,4293,8479697,2069,7396647,10726,6467708,6908,15022019,16334,26463193,8112,16960957,26486,29965613,9897,22484381,5309,22463711,22546,17689905,14847,42600074,33016,59667023,18767,52391575,40130,45465293,14255,32970053,7414,34376930,27048,25585309,16041,52666809,40163,75624746,24442,77187597,57842,64292194,19055,46370073,9959,47661560,31090,34056811,19345,72140565,49146,92517933,29313,99069504,61539,68684391,17899,46374361,10080,50662718,28352,32318466,18074,74271134,45738,94477995,26874,98851466,57563,66303260,14898,42765485,9999,52907654,25067,28257362,15068,68600527,37230,87822286,23354,97714995,47601,57608400,10580,34974871,8631,47037826,20346,26668905,10951,59009928,25121,70799560,17179,80711295,32363,40010851,5889,21521836,5915,34949504,12755,15884951,6761,37315274,14788,50044532,10373,54611552,19376,24695090,2829,10314409,3364,22302447,6680,7643340,3475,21149326,7707,23125028,5498,30171550,9897,11751129,1113,3724365,1343,7737071,3147,3459293,1504,10194950,3546,9418164,2463,15800529,3191,3965229,245,839326,368,1848799,799,653658,394,3131199,908,2718878,627,4922546,1152,1298054,74,313305,133,581510,281,390664,167,1061311,343,909875,195,1338605,638,892211,155,846231,118,1041387,210,396544,149,1232296,346,1235845,309,1754539
107年01月,台南市,女性,437,286252,122,209074,86,225045,515,230618,253,922689,588,858232,304,440060,9350,9456189,2978,6081017,1769,6856315,8760,5396258,6555,16290507,11953,20311204,7103,14283532,23331,27438747,7293,16967126,4349,19276003,19751,15919199,14617,41230767,26001,50076065,16906,45668595,35583,42619477,11093,27039468,6385,32268148,23710,22729212,15220,50595941,31698,63690132,22292,63540902,50759,61254015,15392,38646435,8751,46190152,27635,29531629,17782,76758235,40155,87982393,26785,90411695,53657,65535563,14252,37861884,9298,50302663,25018,28149821,16751,85458565,38490,94489144,24671,85804652,51610,65028893,11901,34915087,9212,52348561,22157,25652903,14293,85181751,32740,88953183,21944,87994473,42716,56726473,8528,28646549,7781,44079881,17382,22288117,10133,61413696,22662,78127443,16561,76402403,29014,39393089,4941,19126639,5296,33474185,10971,12813678,6085,37527327,13101,49911514,9988,52124243,17348,24835748,2313,8399569,2896,19255053,5588,6249146,3306,24283651,7094,26687597,5114,27135633,9333,11669702,898,3421361,1291,8399051,2678,2989703,1419,9976994,3361,12218391,2430,13570022,2837,3481990,220,858357,351,1949365,702,644695,382,3003934,871,3594665,581,4109137,1067,1603973,84,416015,123,913010,252,244946,137,852995,330,1766266,174,1040390,555,954646,114,535485,97,795953,180,274417,159,1596076,273,959835,219,1260813
107年02月,台南市,女性,574,529701,200,378818,114,369203,483,286159,332,993047,801,1293053,315,441322,10863,12279751,3469,7275807,1999,6993829,8528,5255213,6517,17139299,14619,29460228,6971,16465197,28130,35116564,8390,19414941,5112,21725490,19216,14761316,14185,42197368,32923,74482847,16179,44822749,41973,54193359,11912,28529692,7264,35878783,22771,20485832,14623,50026957,39523,91059030,21294,63150642,61086,80145664,16759,40961290,10305,52080771,26826,26902220,17641,63147386,50581,120616138,25529,83469060,66779,89741752,16544,41823224,11535,59100961,24760,25979935,17918,83815803,49595,128868279,23487,80787510,64577,91526987,14542,40611891,11713,61838878,21973,24130134,15879,106206310,43380,119996545,21291,79506963,53939,79429234,10006,30984442,9700,53645568,17804,20354148,10701,73009518,30068,97849476,15971,66065713,36082,55431901,5462,18827223,6294,35495435,11082,14134953,6045,38636583,17308,66852569,9524,44101772,21352,32622422,2536,8948192,3158,22750777,5681,6452781,2987,20851850,8819,31314213,4876,22746975,11071,16216328,870,2705956,1286,6872295,2640,2923886,1330,9426783,4008,14470108,2231,10509350,3417,4835524,224,753083,350,2155368,671,575984,348,2724162,1004,3676028,532,4459352,1148,2143803,61,204907,124,808786,208,172249,130,1086681,427,2234349,172,801010,632,1362924,112,454225,129,775114,162,210804,150,1633002,316,991499,218,1272267
107年03月,台南市,女性,670,468438,143,256820,78,210307,811,351866,269,1029312,762,1162635,421,496090,11981,10794970,3037,5606127,1920,7055630,10282,6048814,6864,17763283,13851,25751140,8295,17502025,27108,29571711,7200,16445359,4528,18609447,21515,16317162,13801,47244686,26999,58897298,18154,49798639,39022,45007571,10005,23552468,6183,32370006,25552,23614592,14342,57251089,31763,71455168,23302,68589351,54933,63664068,12846,31261148,8559,44949405,29510,29022190,16713,76963852,38028,92345817,28485,99331415,56934,64579990,11304,27967079,8566,43188833,26832,28059033,15456,80176734,34410,93574100,25816,93712214,53982,59178951,9713,26970750,8249,41758434,23452,26622795,12904,78505982,28807,82434568,22574,88303869,45776,52915995,7294,22935967,7665,40767218,19397,22287909,10220,71929264,20952,71442814,16919,73818641,31429,37008934,4615,15481871,5390,29649188,12287,14031887,6809,53800464,13037,52641346,10640,54992264,19048,22680641,2419,8980274,2859,18109114,6547,8035183,3701,36158481,7049,28397001,5422,26810563,10011,11547765,870,2935746,1303,6337914,3190,3354472,1622,17273091,3171,11667054,2568,13136339,3142,3302976,213,836030,354,1524815,834,781270,459,5364604,821,3286697,590,3007504,1199,1361928,74,234065,127,677440,275,488706,168,2441347,352,2016040,209,1296043,600,872649,71,265345,110,847831,223,262721,177,2304611,255,1267542,248,1370168
